Date,SP 500 Change %,UST 2yr Change %,UST 10yr Change %,Euro Bond Vol.,Euro Bond Change %,Gold Vol.,Gold Change %,Crude Oil Vol.,Crude Oil Change %,Dollar Index Vol.,Dollar Index Change %,VIX Change %,UST 10yr Direction
2013-03-28,0.0041,0.0163,0.0038,764.0,-0.0002,4.72,-0.0071,174.39,0.0067,20.73,-0.0028,-0.0342,1
2013-04-02,0.0052,0.0,0.0147,582.44,-0.0017,2.29,-0.0156,209.88,0.0012,16.8,0.0023,-0.0589,1
2013-04-03,-0.0105,-0.0496,-0.0247,556.67,0.0019,2.17,-0.0142,302.24,-0.0282,20.05,-0.0028,0.1119,0
2013-04-04,0.004,0.0,-0.0275,784.03,0.003,0.83,-0.0006,355.32,-0.0126,43.46,-0.0008,-0.0225,0
2013-04-05,-0.0043,0.0,-0.0294,843.05,0.0026,1.18,0.0152,267.28,-0.006,30.71,-0.0023,0.0022,0
2013-04-08,0.0063,0.0,0.0181,598.17,-0.0018,0.1,-0.0022,212.12,0.0071,19.37,0.0032,-0.0524,1
2013-04-09,0.0035,0.0174,0.004,776.7,-0.0019,0.22,0.009,234.72,0.009,21.87,-0.0055,-0.0265,1
2013-04-10,0.0122,0.0,0.0303,702.06,-0.0031,0.36,-0.0176,248.56,0.0047,24.75,0.0027,-0.0374,1
2013-04-11,0.0036,0.0,-0.0078,723.81,-0.0007,1.07,0.0039,222.44,-0.0119,27.95,-0.0037,-0.0097,0
2013-04-12,-0.0028,-0.0171,-0.0391,664.09,0.0043,0.88,-0.0405,325.58,-0.0237,25.29,0.001,-0.0147,0
2013-04-15,-0.023,-0.0348,-0.0192,602.66,0.0011,1.31,-0.0935,362.52,-0.0283,30.02,0.0012,0.432,0
2013-04-16,0.0143,0.036,0.0201,689.47,-0.0021,0.62,0.0193,287.41,0.0001,42.1,-0.0083,-0.1917,1
2013-04-17,-0.0143,0.0,-0.0139,975.69,0.0035,0.09,-0.0033,294.27,-0.023,51.7,0.0118,0.1827,0
2013-04-18,-0.0067,0.0,-0.0071,686.92,0.0002,0.06,0.0071,228.2,0.0121,24.1,-0.0013,0.0636,0
2013-04-19,0.0088,0.0174,0.0113,597.94,-0.0016,0.24,0.0024,100.65,0.0032,30.43,0.002,-0.1475,1
2013-04-22,0.0047,-0.0334,-0.0059,659.74,0.0022,0.07,0.0184,35.73,0.0085,29.89,-0.0003,-0.0387,0
2013-04-23,0.0104,0.0177,0.0065,1.03,-0.0018,0.33,-0.0087,288.8,0.0047,28.99,0.0044,-0.0632,1
2013-04-24,0.0,0.0043,-0.0018,903.62,0.0007,0.14,0.0105,257.74,0.0252,24.95,-0.0019,0.0096,0
2013-04-25,0.004,0.0,0.0041,582.36,0.0001,0.22,0.027,270.12,0.0242,30.93,-0.0022,0.0007,1
2013-04-26,-0.0018,-0.0693,-0.0263,532.21,0.0023,0.63,-0.0056,240.97,-0.0068,25.97,-0.0032,-0.0007,0
2013-04-29,0.0072,-0.0191,0.0012,643.86,0.0008,0.27,0.0095,214.61,0.0161,22.78,-0.0045,0.0073,1
2013-04-30,0.0025,0.0,0.0036,679.49,-0.0005,0.53,0.0033,277.5,-0.011,34.63,-0.0048,-0.0139,1
2013-05-02,0.0094,-0.0148,-0.0049,951.8,0.004,0.24,0.0148,310.81,0.0325,43.07,0.0093,-0.0621,0
2013-05-03,0.0105,0.1,0.0714,896.84,-0.0069,0.07,-0.0023,297.52,0.0172,41.77,-0.0011,-0.0545,1
2013-05-06,0.0019,-0.0173,0.0138,289.9,0.0001,0.03,0.0026,271.0,0.0058,20.04,0.0022,-0.0148,1
2013-05-07,0.0052,0.037,0.0091,840.44,-0.005,0.09,-0.013,260.14,-0.0056,18.35,-0.0005,0.0134,1
2013-05-08,0.0041,0.0,-0.0073,655.67,0.0029,0.08,0.0172,276.32,0.0105,25.1,-0.0047,-0.0133,0
2013-05-09,-0.0037,0.0,0.026,595.26,0.0003,0.03,-0.0035,272.2,-0.0024,34.97,0.0113,0.0371,1
2013-05-10,0.0043,0.0759,0.048,961.51,-0.0084,0.57,-0.0218,354.12,-0.0036,45.85,0.0043,-0.0411,1
2013-05-13,0.0,0.0,0.009,755.89,0.0016,0.34,-0.0016,297.04,-0.0091,21.77,0.0016,-0.0032,1
2013-05-14,0.0101,0.0332,0.0339,679.1,-0.001,0.07,-0.0068,269.4,-0.0101,44.35,0.0042,0.0175,1
2013-05-15,0.0051,-0.0321,-0.0212,914.9,-0.0007,0.36,-0.0198,360.68,0.001,41.08,0.003,0.0031,0
2013-05-16,-0.005,-0.0332,-0.0314,919.62,0.0046,0.04,-0.0067,297.86,0.0091,40.06,-0.0028,0.0203,0
2013-05-17,0.0103,0.0558,0.0399,777.07,0.001,0.05,-0.016,187.75,0.009,47.33,0.0079,-0.0474,1
2013-05-20,-0.0007,-0.0155,0.0056,518.66,-0.0041,0.02,0.0142,118.62,0.0072,34.69,-0.0065,0.0458,1
2013-05-22,-0.0083,0.0504,0.0554,1.12,0.0019,0.01,-0.0074,336.5,-0.0196,70.88,0.006,0.0337,1
2013-05-23,-0.0029,0.004,-0.0103,1.09,-0.0015,0.06,0.0178,323.63,-0.0003,61.59,-0.0078,0.0181,0
2013-05-24,-0.0006,0.0,-0.0025,872.38,0.0013,0.0,-0.0037,203.99,-0.0011,39.61,-0.0005,-0.0057,0
2013-05-28,0.0063,0.162,0.0777,1.0,-0.003,0.06,-0.0121,240.99,0.0125,39.15,0.0049,0.035,1
2013-05-29,-0.007,0.0171,-0.0222,1.06,-0.0029,0.0,0.0088,293.46,-0.0198,47.18,-0.0055,0.0242,0
2013-05-30,0.0037,0.0,0.0,770.21,0.0022,45.13,0.0145,294.86,0.0052,50.61,-0.0076,-0.0202,0
2013-05-31,-0.0143,0.0,0.0061,1.21,-0.0001,6.0,-0.0134,267.98,-0.0175,40.09,0.004,0.1218,1
2013-06-03,0.0059,-0.0141,-0.0017,1.5,-0.001,1.42,0.0137,287.47,0.0161,50.02,-0.0085,-0.0012,0
2013-06-04,-0.0055,0.0273,0.0103,1.24,-0.0014,0.93,-0.0103,301.14,-0.0015,25.27,0.0014,-0.0006,1
2013-06-05,-0.0138,-0.0399,-0.0274,474.86,0.003,1.69,0.0009,268.91,0.0046,42.71,-0.0023,0.0756,0
2013-06-06,0.0085,0.0035,-0.0057,30.34,0.0003,0.78,0.0124,267.16,0.0109,106.68,-0.013,-0.0497,0
2013-06-07,0.0128,0.0552,0.0481,879.77,-0.0031,1.16,-0.0231,330.83,0.0134,74.33,0.0015,-0.0896,1
2013-06-10,-0.0003,0.0272,0.0156,691.21,-0.0038,0.37,0.0023,234.6,-0.0027,54.89,-0.0001,0.0198,1
2013-06-11,-0.0102,0.0382,-0.0104,1.16,-0.0008,0.48,-0.0066,257.47,-0.0041,59.58,-0.0066,0.1056,0
2013-06-12,-0.0084,0.0,0.0174,699.08,0.0004,0.51,0.0107,244.87,0.0052,66.88,-0.002,0.089,1
2013-06-13,0.0148,-0.1227,-0.0355,818.02,0.0028,0.46,-0.0102,224.45,0.0084,28.56,-0.0025,-0.1173,0
2013-06-14,-0.0059,-0.042,-0.0088,574.18,0.0047,0.09,0.007,240.91,0.012,14.58,-0.0011,0.0451,0
2013-06-17,0.0076,-0.015,0.0228,518.14,-0.0006,0.11,-0.0032,242.79,-0.0008,0.79,0.001,-0.0204,1
2013-06-18,0.0078,-0.0148,0.0032,622.01,-0.004,0.35,-0.0117,145.62,0.0069,43.94,0.0002,-0.0113,1
2013-06-19,-0.0139,0.1654,0.0773,658.28,0.0016,0.2,0.0051,111.3,-0.002,47.8,0.0105,0.0018,1
2013-06-20,-0.025,0.0677,0.0285,1.17,-0.0091,0.71,-0.0638,26.73,-0.0289,58.0,0.0061,0.2314,1
2013-06-21,0.0027,0.1239,0.05,914.57,-0.0052,0.46,0.0044,340.9,-0.0179,53.83,0.0051,-0.0776,1
2013-06-24,-0.0121,0.0654,0.0007,1.14,-0.0076,0.32,-0.0115,315.82,0.0159,42.42,0.0014,0.064,1
2013-06-25,0.0095,0.0328,0.0267,932.16,0.0016,0.95,-0.0016,267.54,0.0015,38.0,0.002,-0.0816,1
2013-06-26,0.0096,-0.0636,-0.0272,731.13,0.0035,0.37,-0.0355,291.42,0.0019,29.4,0.0052,-0.0682,0
2013-06-27,0.0062,-0.0627,-0.0264,704.11,0.003,0.53,-0.0148,269.31,0.0162,30.55,-0.0009,-0.0203,0
2013-06-28,-0.0043,0.0,0.0053,690.7,0.0004,0.23,0.0102,247.61,-0.005,35.53,0.0027,0.0,1
2013-07-01,0.0054,-0.012,-0.0042,498.87,0.0005,0.15,0.0262,229.19,0.0148,25.01,-0.0015,-0.0291,0
2013-07-02,-0.0005,-0.0113,-0.0024,552.22,0.0007,0.11,-0.0098,285.78,0.0164,31.75,0.0061,0.0043,0
2013-07-03,0.0008,0.0342,0.013,760.09,0.004,0.02,0.0068,353.25,0.0165,33.94,-0.0037,-0.0146,1
2013-07-05,0.0102,0.0986,0.093,782.2,-0.0044,0.07,-0.0274,256.03,0.0179,50.5,0.0148,-0.0809,1
2013-07-08,0.0053,-0.0898,-0.0359,509.21,0.002,0.06,0.0181,253.2,-0.0008,31.4,-0.0032,-0.0074,0
2013-07-09,0.0072,0.022,0.0008,583.0,0.0044,0.03,0.0089,285.67,0.0038,41.45,0.0043,-0.0291,1
2013-07-10,0.0002,0.0,0.0129,557.41,0.0001,0.06,0.0012,404.82,0.0289,51.06,-0.0065,-0.0098,1
2013-07-11,0.0136,-0.1078,-0.0381,674.34,0.0025,0.02,0.0262,316.73,-0.0151,52.53,-0.0157,-0.0141,0
2013-07-12,0.0031,0.0483,0.0078,661.82,0.005,0.01,-0.0018,234.76,0.0099,32.22,0.003,-0.0121,1
2013-07-15,0.0014,-0.0461,-0.0188,411.51,-0.0017,0.02,0.0047,210.81,0.0035,27.75,0.0004,-0.0036,0
2013-07-16,-0.0037,-0.0121,-0.0043,436.99,0.0021,0.01,0.0055,250.92,-0.003,32.23,-0.0067,0.0457,0
2013-07-17,0.0028,-0.0734,-0.0162,645.89,0.0017,0.01,-0.01,262.79,0.0045,52.42,0.0025,-0.0444,0
2013-07-18,0.005,0.0264,0.0173,585.01,0.002,0.03,0.0052,155.96,0.0147,25.5,0.0014,-0.0007,1
2013-07-19,0.0016,-0.0289,-0.0205,396.8,-0.0001,0.01,0.0068,112.37,0.0001,21.3,-0.0029,-0.0893,0
2013-07-22,0.002,0.0122,0.0008,350.47,-0.0001,0.02,0.0333,29.38,-0.0106,31.66,-0.0048,-0.0199,1
2013-07-23,-0.0019,0.0261,0.0093,659.87,-0.0026,0.01,-0.001,241.64,0.003,25.19,-0.0034,0.0301,1
2013-07-24,-0.0038,0.121,0.0307,874.79,-0.0076,0.04,-0.0115,278.26,-0.0172,34.34,0.0044,0.0411,1
2013-07-25,0.0026,-0.0767,-0.0027,797.58,-0.0031,0.06,0.007,270.58,0.0009,26.39,-0.0042,-0.0159,0
2013-07-26,0.0008,-0.0246,-0.005,542.93,0.0014,0.07,-0.0055,208.86,-0.0075,25.3,-0.0035,-0.0193,0
2013-07-29,-0.0037,0.0,0.0135,415.95,-0.0001,0.0,0.0051,206.33,-0.0014,27.24,0.0,0.0527,1
2013-07-30,0.0004,-0.0126,0.0027,452.82,-0.0001,44.77,-0.0033,235.61,-0.0141,34.46,0.0019,0.0,1
2013-07-31,-0.0001,0.0,-0.0069,1.06,-0.0006,6.25,-0.0088,299.13,0.0189,62.8,-0.0046,0.0045,0
2013-08-01,0.0125,0.0511,0.0464,807.11,0.0001,1.56,-0.0011,267.59,0.0272,44.85,0.0109,-0.0379,1
2013-08-02,0.0016,-0.0851,-0.0406,736.77,0.0015,1.45,-0.0003,249.31,-0.0088,43.03,-0.0054,-0.0742,0
2013-08-05,-0.0015,0.0123,0.0162,456.07,-0.0027,0.9,-0.0061,204.86,-0.0036,24.48,-0.0005,-0.0117,1
2013-08-06,-0.0057,0.0131,0.0008,426.69,-0.0011,1.31,-0.0149,273.0,-0.0118,28.73,-0.0034,0.0743,1
2013-08-07,-0.0038,-0.0129,-0.0163,583.79,0.0013,0.99,0.0023,294.24,-0.0088,39.51,-0.0041,0.0204,0
2013-08-08,0.0039,0.0033,-0.0046,516.13,0.0002,0.48,0.0191,320.07,-0.0093,36.43,-0.0036,-0.0193,0
2013-08-09,-0.0036,0.0,-0.0027,336.92,-0.0001,0.45,0.0017,303.8,0.0249,18.62,0.0018,0.0534,0
2013-08-12,-0.0012,0.0,0.0183,444.66,-0.0004,0.31,0.0166,257.14,0.0013,21.12,0.0025,-0.0447,1
2013-08-13,0.0028,0.0774,0.0378,783.08,-0.0096,0.21,-0.0101,276.77,0.0068,26.37,0.0054,-0.039,1
2013-08-14,-0.0052,-0.012,-0.0033,661.43,0.0006,0.33,0.0097,270.92,0.0002,20.07,-0.0007,0.0593,0
2013-08-15,-0.0143,0.0485,0.0192,758.15,-0.006,0.24,0.0207,251.87,0.0045,38.71,-0.0067,0.1296,1
2013-08-16,-0.0033,-0.0087,0.0221,456.13,0.0008,0.18,0.0074,179.86,0.0012,25.75,0.0011,-0.0244,1
2013-08-19,-0.0059,0.0242,0.0129,549.94,-0.0021,0.14,-0.004,102.78,-0.0034,21.27,-0.0004,0.0508,1
2013-08-20,0.0038,-0.0338,-0.0222,587.42,0.0049,0.12,0.0051,39.88,-0.0199,30.89,-0.004,-0.0126,0
2013-08-21,-0.0058,0.07,0.0263,532.77,-0.0033,0.11,-0.0018,259.24,-0.0107,37.47,0.0036,0.0691,1
2013-08-22,0.0086,0.0681,0.0,671.35,-0.0029,0.08,0.0004,204.69,0.0114,34.23,0.0038,-0.074,0
2013-08-23,0.0039,-0.0306,-0.0256,721.48,-0.0011,0.18,0.0179,259.55,0.0132,30.45,-0.0017,-0.0528,0
2013-08-26,-0.004,-0.0321,-0.013,215.57,0.0034,0.2,-0.0019,166.0,-0.0047,16.7,0.0006,0.0722,0
2013-08-27,-0.0159,-0.0326,-0.028,658.88,0.0035,0.4,0.0198,295.93,0.0292,34.09,-0.003,0.1187,0
2013-08-28,0.0027,0.1208,0.0207,646.73,-0.0017,0.02,-0.0011,336.17,0.01,31.64,0.0033,-0.0167,1
2013-08-29,0.002,0.0,-0.0011,654.96,0.0021,0.38,-0.0043,250.04,-0.0118,41.84,0.0066,0.0194,0
2013-08-30,-0.0032,0.01,0.0098,544.65,0.0004,0.1,-0.0119,239.63,-0.0106,27.16,0.0017,0.0119,1
2013-09-03,0.0042,-0.0195,0.0097,801.96,-0.0035,0.14,0.0131,288.02,0.0168,31.78,0.0032,-0.0235,1
2013-09-04,0.0081,0.1244,0.0119,542.5,0.0009,0.1,-0.0157,224.38,-0.0121,22.1,-0.0024,-0.0439,1
2013-09-05,0.0012,0.1021,0.0342,144.71,-0.0082,0.04,-0.0121,184.89,0.0106,44.64,0.0056,-0.0069,1
2013-09-06,0.0001,-0.1139,-0.0207,3.51,0.0028,0.05,0.0099,269.87,0.0199,39.06,-0.0061,0.0051,0
2013-09-09,0.01,-0.0335,-0.0094,413.34,-0.0098,0.04,0.0001,266.92,-0.0091,31.87,-0.0045,-0.0139,0
2013-09-10,0.0073,0.0537,0.0178,720.77,-0.0065,0.02,-0.0164,325.31,-0.0194,29.33,0.0003,-0.0704,1
2013-09-11,0.0031,-0.051,-0.0182,631.21,0.0027,0.06,-0.0001,238.24,0.0016,43.84,-0.0036,-0.0489,0
2013-09-12,-0.0034,-0.0089,-0.0024,663.87,0.005,0.12,-0.0246,249.78,0.0097,20.72,-0.0004,0.034,0
2013-09-13,0.0027,-0.0181,-0.0052,586.95,0.0015,0.04,-0.0165,207.04,-0.0036,16.04,-0.0005,-0.0091,0
2013-09-16,0.0057,-0.0924,-0.0098,553.55,0.0037,0.11,0.0073,282.89,-0.015,0.61,-0.0046,0.0155,0
2013-09-17,0.0042,-0.0506,-0.0045,514.59,-0.0031,0.02,-0.0064,304.85,-0.011,13.01,0.0028,0.0104,0
2013-09-18,0.0122,-0.128,-0.0551,649.48,-0.0025,0.03,-0.0013,199.89,0.0251,48.16,-0.0114,-0.0647,0
2013-09-19,-0.0018,0.0367,0.0223,875.77,0.0061,0.04,0.0471,139.84,-0.0155,36.22,0.0014,-0.0316,1
2013-09-20,-0.0072,-0.0118,-0.0058,638.24,-0.0017,0.0,-0.0269,39.27,-0.0161,22.69,0.0009,-0.003,0
2013-09-23,-0.0047,-0.0015,-0.0126,525.57,0.0033,0.08,-0.0042,223.39,-0.0104,14.78,0.0003,0.0907,0
2013-09-24,-0.0026,-0.012,-0.017,766.61,0.0055,0.06,-0.0082,259.54,-0.0044,15.62,0.0015,-0.0161,0
2013-09-25,-0.0027,0.0303,-0.0109,583.84,0.0029,0.05,0.0151,236.2,-0.0046,19.24,-0.0031,-0.005,0
2013-09-26,0.0035,0.0,0.0084,620.96,-0.0005,0.01,-0.0092,183.78,0.0036,17.85,0.0024,0.0036,1
2013-09-27,-0.0041,-0.0118,-0.0076,588.73,0.0041,2.99,0.0112,232.3,-0.0016,17.03,-0.0032,0.0996,0
2013-09-30,-0.006,-0.0108,0.0076,712.27,0.0004,0.6,-0.0089,226.71,-0.0052,16.35,-0.0007,0.0737,1
2013-10-01,0.008,0.0374,0.0134,678.72,-0.0017,0.82,-0.0305,223.03,-0.0028,28.64,-0.0009,-0.0639,1
2013-10-02,-0.0007,-0.036,-0.0117,803.13,0.0004,0.15,0.0269,300.53,0.0202,20.8,-0.0033,0.0682,0
2013-10-03,-0.009,-0.0249,-0.0053,679.5,-0.0006,0.22,-0.0024,226.23,-0.0076,15.64,-0.0018,0.0645,0
2013-10-04,0.0071,0.0639,0.0154,478.82,-0.0019,0.04,-0.0058,165.2,0.0051,14.31,0.0047,-0.0526,1
2013-10-07,-0.0085,0.048,-0.0021,400.4,0.0025,0.08,0.0115,269.03,-0.0078,13.14,-0.0024,0.1595,0
2013-10-08,-0.0123,0.1159,0.003,553.71,-0.0006,0.06,-0.0005,194.2,0.0045,15.81,0.0013,0.0479,1
2013-10-09,0.0006,-0.0623,0.0087,649.84,0.0001,0.14,-0.0131,283.13,-0.0182,29.22,0.0042,-0.0364,1
2013-10-10,0.0218,-0.0416,0.0083,769.08,-0.0042,0.09,-0.0079,296.86,0.0138,16.0,0.0006,-0.1592,1
2013-10-11,0.0063,0.0116,0.003,613.18,0.001,0.21,-0.0221,298.22,-0.0096,14.42,-0.0008,-0.0461,1
2013-10-14,0.0041,0.0346,0.0184,236.26,-0.0003,0.06,0.0066,170.67,0.0038,10.07,-0.0018,0.0223,1
2013-10-15,-0.0071,-0.0224,-0.0046,650.9,-0.0036,0.21,-0.0027,240.22,-0.0117,25.39,0.0031,0.1612,0
2013-10-16,0.0138,-0.0565,-0.0224,649.19,-0.0024,0.09,0.0071,235.24,0.0107,18.32,0.0,-0.2117,0
2013-10-17,0.0067,-0.0599,-0.0281,698.16,0.0055,0.07,0.0317,266.63,-0.0158,26.22,-0.0105,-0.0836,0
2013-10-18,0.0065,0.0159,-0.0035,583.47,0.0026,0.07,-0.0063,116.68,0.0014,12.86,0.0001,-0.0326,0
2013-10-21,0.0001,-0.0113,0.0048,378.3,-0.001,0.02,0.001,90.82,-0.0158,11.06,0.0003,0.0092,1
2013-10-22,0.0057,-0.0667,-0.0346,691.46,0.0045,0.06,0.0204,30.73,-0.0143,20.37,-0.0058,0.0129,0
2013-10-23,-0.0047,0.0578,-0.0052,618.49,0.0023,0.01,-0.0064,356.19,-0.0096,13.44,0.0005,0.0068,0
2013-10-24,0.0033,-0.0129,0.0088,639.56,0.0001,0.02,0.0122,248.74,0.0026,13.68,-0.0011,-0.0164,1
2013-10-25,0.0044,-0.013,-0.0036,476.68,0.0013,0.02,0.0016,192.63,0.0076,11.62,0.0,-0.0083,0
2013-10-28,0.0013,0.0,0.0042,423.46,0.0006,0.02,-0.0003,230.16,0.0085,10.85,0.0008,0.0168,1
2013-10-29,0.0056,0.0326,-0.0079,555.52,0.0009,0.01,-0.005,183.24,-0.0049,18.07,0.0046,0.0075,0
2013-10-30,-0.0049,-0.0126,0.014,663.23,0.0041,0.04,0.0028,268.14,-0.0146,16.31,0.0021,0.0179,1
2013-10-31,-0.0038,-0.0128,0.0055,982.21,0.0011,0.06,-0.0188,255.4,-0.004,26.16,0.0053,0.0073,1
2013-11-01,0.0029,0.0129,0.0266,606.02,-0.0011,0.02,-0.0079,282.14,-0.0184,31.32,0.0068,-0.0342,1
2013-11-04,0.0036,-0.0259,-0.0065,343.72,0.0003,0.04,0.0011,219.11,0.0001,17.47,-0.0021,-0.0264,0
2013-11-05,-0.0028,-0.0131,0.0257,726.8,-0.0051,0.1,-0.005,226.45,-0.0132,15.13,0.0018,0.0263,1
2013-11-06,0.0043,-0.0266,-0.0097,624.34,-0.0001,0.01,0.0074,282.72,0.0153,14.7,-0.0028,-0.0452,0
2013-11-07,-0.0132,-0.0239,-0.0159,803.5,0.0048,0.13,-0.0071,260.6,-0.0063,42.95,0.0037,0.0979,0
2013-11-08,0.0134,0.0979,0.0573,768.83,-0.0057,0.02,-0.0183,241.69,0.0042,32.56,0.0066,-0.0726,1
2013-11-11,0.0007,0.0,0.0062,259.32,-0.0001,0.01,-0.0027,206.72,0.0057,15.26,-0.0023,-0.0287,1
2013-11-12,-0.0024,0.0516,0.0021,666.42,-0.0022,0.0,-0.0077,353.69,-0.0221,21.32,0.0006,0.0231,1
2013-11-13,0.0081,-0.0727,-0.0209,619.58,0.0045,0.02,-0.0022,305.01,0.009,20.98,-0.0033,-0.0234,0
2013-11-14,0.0048,-0.0392,-0.0085,642.52,0.0026,0.03,0.0141,315.07,-0.0013,18.55,0.0013,-0.012,0
2013-11-15,0.0042,0.0,0.0037,409.8,-0.0005,0.02,0.0009,204.37,0.0009,14.95,-0.0023,-0.0146,1
2013-11-18,-0.0037,-0.0415,-0.0177,384.69,0.0016,0.01,-0.0117,169.44,-0.0086,13.75,-0.0009,0.0747,0
2013-11-19,-0.002,0.0426,0.0173,554.16,-0.0031,0.01,0.0009,131.46,0.0033,14.42,-0.001,0.0221,1
2013-11-20,-0.0036,-0.0544,0.0339,818.31,0.0002,0.12,-0.0122,27.44,-0.0001,31.44,0.0053,0.0007,1
2013-11-21,0.0081,-0.0144,-0.0057,837.15,-0.0033,0.09,-0.0114,222.14,0.0226,17.61,-0.0007,-0.0552,0
2013-11-22,0.005,0.0292,-0.0158,551.72,-0.0002,0.08,0.0004,257.84,-0.0063,14.67,-0.0046,-0.0316,0
2013-11-25,-0.0013,-0.0157,-0.0085,435.7,0.0026,0.02,-0.0023,270.86,-0.0079,14.88,0.0027,0.0432,0
2013-11-26,0.0001,0.039,-0.0073,578.14,0.0027,0.0,0.0002,160.18,-0.0044,21.77,-0.004,0.0016,0
2013-11-27,0.0025,-0.0137,0.0107,588.98,-0.0005,82.33,-0.0029,230.88,-0.0147,16.93,0.0014,0.0133,1
2013-11-29,-0.0008,-0.0149,-0.0008,516.11,0.0004,9.2,0.0055,143.21,0.0048,9.81,-0.0011,0.0555,0
2013-12-02,-0.0027,0.0,0.0165,752.25,-0.0042,4.98,-0.0226,234.8,0.0119,19.88,0.0035,0.0387,1
2013-12-03,-0.0032,0.0,-0.0046,766.35,0.0011,1.93,-0.0005,319.27,0.0237,17.51,-0.004,0.0225,0
2013-12-04,-0.0013,0.0138,0.019,806.38,-0.0064,1.82,0.0217,325.86,0.0121,23.06,0.0001,0.0103,1
2013-12-05,-0.0043,0.041,0.0127,123.43,-0.003,0.45,-0.012,216.39,0.0019,33.75,-0.0048,0.0259,1
2013-12-06,0.0112,0.0033,-0.0056,6.3,0.0003,1.03,-0.0024,223.94,0.0028,22.55,0.0009,-0.0855,0
2013-12-09,0.0018,-0.0118,-0.0088,352.24,0.0006,0.35,0.0041,210.09,-0.0032,15.63,-0.0022,-0.0218,0
2013-12-10,-0.0032,0.0,-0.0134,451.74,0.0006,0.88,0.0219,264.84,0.012,24.11,-0.0022,0.0311,0
2013-12-11,-0.0113,0.0265,0.0186,393.98,0.0009,0.15,-0.0031,274.19,-0.0109,29.72,-0.0009,0.1086,1
2013-12-12,-0.0038,0.0516,0.0084,547.87,-0.0014,0.61,-0.0258,205.75,0.0006,22.43,0.004,0.0078,1
2013-12-13,-0.0001,0.0123,-0.0045,388.23,0.0011,0.45,0.0079,233.16,-0.0092,12.71,0.0001,0.0142,0
2013-12-16,0.0063,-0.0124,0.0037,387.41,0.0,0.24,0.0079,187.59,0.0091,1.09,-0.0022,0.0171,1
2013-12-17,-0.0031,-0.0359,-0.0146,361.72,0.0003,0.02,-0.0115,120.13,-0.0027,12.53,0.0021,0.0112,0
2013-12-18,0.0166,0.0435,0.0208,483.36,-0.0011,0.11,0.004,84.63,0.006,35.1,0.0004,-0.1487,1
2013-12-19,-0.0006,0.0952,0.0114,585.83,-0.0024,0.12,-0.0332,23.58,0.0099,21.72,0.0067,0.0254,1
2013-12-20,0.0048,0.0326,-0.0133,409.5,0.0009,0.2,0.0085,151.28,0.0056,23.82,-0.0005,-0.0254,0
2013-12-23,0.0053,0.0304,0.0159,148.71,-0.0012,0.12,-0.0056,107.27,-0.0041,18.04,-0.0016,-0.0544,1
2013-12-27,-0.0003,-0.0487,0.0033,216.96,-0.0056,0.28,0.0016,127.2,0.0077,25.25,-0.0014,0.0105,1
2013-12-30,-0.0002,-0.0212,-0.0112,235.35,0.0015,0.35,-0.0107,118.36,-0.0103,14.14,-0.0052,0.0883,0
2014-01-02,-0.0089,0.0,-0.0117,295.89,-0.0009,0.21,0.0163,251.25,-0.033,22.42,0.0062,0.0372,0
2014-01-03,-0.0003,0.0521,0.0023,269.32,-0.0002,0.14,0.0109,215.52,-0.0155,19.02,0.0021,-0.033,1
2014-01-06,-0.0025,-0.0183,-0.0178,384.63,0.0032,0.13,-0.0005,189.38,-0.0056,24.67,-0.0018,-0.0153,0
2014-01-07,0.0061,-0.0101,-0.0057,498.43,0.0016,0.07,-0.0068,177.18,0.0026,24.8,0.0022,-0.0465,0
2014-01-08,-0.0002,0.0916,0.017,716.25,-0.0016,0.19,-0.0033,244.86,-0.0143,38.07,0.0022,-0.0039,1
2014-01-09,0.0003,0.0093,-0.0074,749.84,0.0001,0.01,0.0033,255.78,-0.0073,28.07,-0.0003,0.0016,0
2014-01-10,0.0023,-0.1363,-0.0367,718.73,0.0049,0.06,0.0142,255.99,0.0116,38.73,-0.0047,-0.0582,0
2014-01-13,-0.0126,-0.0318,-0.0101,507.43,0.0029,0.05,0.0034,212.21,-0.0099,18.58,-0.0018,0.0939,0
2014-01-14,0.0108,0.0552,0.0156,591.61,0.0002,0.04,-0.0046,243.47,0.0086,13.17,0.0018,-0.0753,1
2014-01-15,0.0052,0.034,0.007,649.33,-0.001,0.07,-0.0057,263.3,0.0171,23.12,0.0048,0.0,1
2014-01-16,-0.0013,-0.0203,-0.018,672.13,0.0044,0.05,0.0015,165.14,-0.0022,21.42,-0.0015,0.0204,0
2014-01-17,-0.0039,-0.031,-0.007,561.44,0.0017,0.1,0.0094,119.89,0.0044,21.14,0.0042,-0.0072,0
2014-01-21,0.0028,0.0125,0.0012,593.43,0.0006,0.22,-0.0102,35.63,0.0112,25.59,-0.0017,0.0346,1
2014-01-22,0.0006,0.0632,0.0124,560.0,-0.001,0.06,-0.0027,252.35,0.0183,15.0,0.001,-0.0023,1
2014-01-23,-0.0089,-0.099,-0.0307,861.87,0.0037,0.04,0.019,274.08,0.0061,34.88,-0.0096,0.0724,0
2014-01-24,-0.0209,-0.0659,-0.0216,966.42,0.0044,0.04,0.0015,239.67,-0.007,26.81,0.0002,0.3174,0
2014-01-27,-0.0049,0.013,0.0129,555.18,-0.0008,0.09,-0.0007,235.11,-0.0095,14.36,0.0009,-0.0397,1
